funny,posted,last_edited,item_id,helpful,recommend,review,user_id,user_url,sentiment_numeric
,"Posted February 11, 2014.",,440,7 of 10 people (70%) found this review helpful,True,-SPIEL MACHT ECHT SPASS-MAN BEKOMMT ÖFTERS GEGENSTÄNDE GEFUNDEN-DIE ACHIVMENTS SEHEN GUT AUS :D-GEILE ECHT GEILE HÜTE!!!-LUSTIGE SPRÜCHE -GEILE SERVER-USW...ICH EMPFEHLE EUCH DIESES SPIEL WER DAS GAME NOCH NICHT HAT SOFORT HOLEN!!!!! IST EIN MUST HAVE!!!!,mysterys,http://steamcommunity.com/id/mysterys,0
1 person found this review funny,"Posted March 17, 2015.",,17410,No ratings yet,True,MY FAVOURITE GAME EVER APART FROM BORDERLANDS 2!!!!!!!!,76561198050116532,http://steamcommunity.com/profiles/76561198050116532,0
,Posted August 12.,,261980,6 of 9 people (67%) found this review helpful,False,Never have I seen level design so awful,thepolis,http://steamcommunity.com/id/thepolis,0
,"Posted November 21, 2014.",,263820,1 of 3 people (33%) found this review helpful,True,Too evil.,proletar666,http://steamcommunity.com/id/proletar666,0
,"Posted November 16, 2014.",,289650,5 of 17 people (29%) found this review helpful,True,"El juego en si es bien genial, la historia esta entretenida, las mecanicas se ven mas fluidas, el combate es mas exigente, el Co-op muy bien hecho (no he tenido ningun problema al jugar cooperativo ni nada por el estilo) todo se ve genial, pero el problema es que está en que está mal optimizado, ubisoft se paso al lanzar un juego mal optimizado, un bajon de frame rate horrible, sobre todo cuando hay multitud, bug bien raros, sino fuera por lo mal optimizado y los bugs, diria que es un gran juego, pero hasta que no lo arreglen del todo, no puedo decir que es un gran juego, pero tampoco puedo decir que es una basofia como muchos afirman.",Rafax93,http://steamcommunity.com/id/Rafax93,0
,"Posted November 1, 2013.",,226700,2 of 2 people (100%) found this review helpful,True,DONT GET IT ITS BAD!,76561198072032186,http://steamcommunity.com/profiles/76561198072032186,0
,"Posted January 2, 2014.",,8870,No ratings yet,True,Bloody Briliant!,The_Toast_Man,http://steamcommunity.com/id/The_Toast_Man,0
,"Posted March 16, 2015.","Last edited July 2, 2015.",218620,No ratings yet,True,The number one thing you'll say is WTF is shooting me!!!!,76561198070084968,http://steamcommunity.com/profiles/76561198070084968,0
,"Posted March 29, 2014.",,40380,7 of 22 people (32%) found this review helpful,False,Game Crashes whenever I try to launch it!!!!,76561198030475957,http://steamcommunity.com/profiles/76561198030475957,0
,"Posted January 6, 2013.",,440,1 of 1 people (100%) found this review helpful,True,See this game yeah team fortress to ya see it?  GET IT NOW !!!!!!!!!!!!!!!!!!,CadetCupcake,http://steamcommunity.com/id/CadetCupcake,0
,"Posted December 5, 2013.",,218620,3 of 7 people (43%) found this review helpful,True,MUST HAVE THIS GAME!!!!!!!!!!,scream21,http://steamcommunity.com/id/scream21,0
,"Posted October 16, 2015.","Last edited December 17, 2015.",218620,No ratings yet,False,Overkill didnt give me a drill :'(http://steamcommunity.com/sharedfiles/filedetails/?id=577709045,raptorsea,http://steamcommunity.com/id/raptorsea,0
,"Posted July 12, 2014.",,105600,0 of 1 people (0%) found this review helpful,True,AMAIZING GAME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Ocraze,http://steamcommunity.com/id/Ocraze,0
,"Posted December 2, 2014.",,63710,1 of 1 people (100%) found this review helpful,False,IT IS TERRIBLE DONT BUY IT,76561198069472808,http://steamcommunity.com/profiles/76561198069472808,0
,"Posted December 15, 2011.",,105600,No ratings yet,True,Sick of Minecraft TRY TERRARIA!,kevin_rudd,http://steamcommunity.com/id/kevin_rudd,0
,"Posted December 14, 2015.",,401190,No ratings yet,False,This is actually terrible,spankwankable,http://steamcommunity.com/id/spankwankable,0
,"Posted February 26, 2014.","Last edited October 30, 2014.",113400,No ratings yet,False,Terrible thats it just ♥♥♥♥♥♥. ♥♥♥♥♥♥♥t mother♥♥♥♥ing ♥♥♥♥♥♥♥t,spittyboy,http://steamcommunity.com/id/spittyboy,0
,"Posted June 20, 2014.",,253710,0 of 3 people (0%) found this review helpful,False,BORING!!!!,ozjake54,http://steamcommunity.com/id/ozjake54,0
,"Posted November 20, 2013.","Last edited December 17, 2013.",211400,1 of 1 people (100%) found this review helpful,False,What the ♥♥♥♥ do console plebs know about games? This is a heinous console port and that is probably all you need to know to avoid it. But if you're still curious:This guy moves like a mongoloid. Faceplants from cardboard boxes and is critcally indecisive on fences when being cannoed at by helicopter. ALL THE DEATHS WERE DESEVRED AND I WISH THEY WERE REAL. I HATE THIS GUY.,supermenace,http://steamcommunity.com/id/supermenace,0
,"Posted December 26, 2015.",,32500,No ratings yet,False,"I CANT PLAY!!!, WHEN I CLICK PLAY APPEARS THAT THERE'S A PROBLEM FINDING OR CREATING ONE OF THE GAME'S FOLDERS  PLEASE HELP ME!!!!!!!!!!!",76561198072282544,http://steamcommunity.com/profiles/76561198072282544,0
,Posted July 25.,,212680,No ratings yet,True,Bastante bueno y dificil. Me siento miserable de poder llegar al Flag Ship solo en modo facil y que aun asi termine muriendo :''''v,fabriloler,http://steamcommunity.com/id/fabriloler,0
,"Posted May 2, 2012.",,200210,No ratings yet,True,every one i rate this game a 10000000 out fo 10 so buy now now now!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Woodyjoseph,http://steamcommunity.com/id/Woodyjoseph,0
,"Posted July 13, 2014.",,304930,1 of 12 people (8%) found this review helpful,False,terrible,76561198040611679,http://steamcommunity.com/profiles/76561198040611679,0
,Posted January 8.,,360960,No ratings yet,True,"digamos que si jugastes postal 3 sabes que es un juego horrible bueno que pasa si te digo que solo fue una pesadilla de postal dude y todo lo que paso en ese juego no es ninguna continuacion, bueno este dlc es la continuacion de la saga que debia merecerse ademas de todas las nuevas armas, mecanicas y cosas por el estilo este dlc tiene que estar en tu postal 2 asi que si quieres jugar algo que se meresca la pena no compres postal 3, ahorrate dinero y comprate este hermoso dlc que amaras.",TUN1342,http://steamcommunity.com/id/TUN1342,0
,"Posted April 14, 2014.","Last edited July 15, 2015.",204300,No ratings yet,False,♥♥♥♥ing horrible,Way2Saltyyy,http://steamcommunity.com/id/Way2Saltyyy,0
,"Posted November 29, 2013.",,550,1 of 1 people (100%) found this review helpful,True,es terrible weno porque si,headphoneactortk,http://steamcommunity.com/id/headphoneactortk,0
,"Posted December 18, 2013.",,91700,0 of 10 people (0%) found this review helpful,False,Absolutely Terrible!!!,Powerfulzeus,http://steamcommunity.com/id/Powerfulzeus,0
,"Posted June 3, 2015.",,12150,No ratings yet,False,This game doesn't work DO NOT BUY IT!!!!!,76561198051821743,http://steamcommunity.com/profiles/76561198051821743,0
,"Posted February 14, 2015.",,4000,No ratings yet,False,boring,steamaccountforsale1,http://steamcommunity.com/id/steamaccountforsale1,0
2 people found this review funny,"Posted March 24, 2015.","Last edited April 2, 2015.",292630,9 of 11 people (82%) found this review helpful,False,"noooooooooooooooooooo noooooooooooooo the horror of this game..  please KILL ME  nowwwwwwwwwww i can't my eyes bleeeeeeeeed! in combination with my ears!  no skip button........... 2 ""ladies"" at intro! ooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooingame community doesnt work... the cancer INTENSIFIES!",deviousbastard,http://steamcommunity.com/id/deviousbastard,0
,"Posted February 2, 2014.",,232790,No ratings yet,True,GET THIS GAME NOW!!!!,Danoli3,http://steamcommunity.com/id/Danoli3,0
,"Posted November 26, 2013.",,209160,136 of 172 people (79%) found this review helpful,False,Terrible.,repdota,http://steamcommunity.com/id/repdota,0
,"Posted December 27, 2013.",,1250,No ratings yet,True,Brutal blood letting,RestingPeices,http://steamcommunity.com/id/RestingPeices,0
,"Posted November 15, 2014.",,221100,1 of 2 people (50%) found this review helpful,False,Crap!,GamerEdge,http://steamcommunity.com/id/GamerEdge,0
,"Posted November 21, 2015.",,417860,No ratings yet,True,Being friendzoned by a chatbot have never made me feel so miserable in life.10/10 will hurt my feelings again.,988988MePls,http://steamcommunity.com/id/988988MePls,0
,"Posted May 31, 2014.",,218620,0 of 1 people (0%) found this review helpful,False,It was really boring!!!!!!,newhollandarmy,http://steamcommunity.com/id/newhollandarmy,0
,"Posted April 21, 2015.",,232090,2 of 3 people (67%) found this review helpful,True,One word... INSANE! 10/10,WWEELVIS,http://steamcommunity.com/id/WWEELVIS,0
,"Posted May 10, 2015.",,265930,No ratings yet,False,One of the worst games I've ever played,76561198042121023,http://steamcommunity.com/profiles/76561198042121023,0
,"Posted January 7, 2014.",,235400,No ratings yet,False,"Terrible. Dont buy. Bad Graphics, boring gameplay and uninteresting dialogue make this a terrible game.",76561198044120483,http://steamcommunity.com/profiles/76561198044120483,0
,"Posted June 11, 2014.",,221100,1 of 1 people (100%) found this review helpful,True,"I spawn and died, oh the gruesome fate.10/10",76561198045222792,http://steamcommunity.com/profiles/76561198045222792,0
,"Posted November 11, 2014.",,221100,1 of 2 people (50%) found this review helpful,False,You can have a bug where you just die randomly! BE WARNED!!!,bentommy,http://steamcommunity.com/id/bentommy,0
,"Posted January 5, 2014.",,45750,2 of 2 people (100%) found this review helpful,True,I LIKE THIS GAME CAUSE ALIeNS!!!!!,76561198047692497,http://steamcommunity.com/profiles/76561198047692497,0
,"Posted February 21, 2015.",,218130,No ratings yet,False,stoped upodating and is boring,76561198047704110,http://steamcommunity.com/profiles/76561198047704110,0
,"Posted September 19, 2014.",,4000,No ratings yet,False,it gets really boring,76561198047704110,http://steamcommunity.com/profiles/76561198047704110,0
,"Posted August 16, 2015.",,392450,No ratings yet,True,What was that ending now i want Chapter 2 holy crap!,MATTBOT12,http://steamcommunity.com/id/MATTBOT12,0
,"Posted January 26, 2015.",,251570,0 of 1 people (0%) found this review helpful,False,picture minecraft + dayz with ugly graphics and horrible online play,76561198050776206,http://steamcommunity.com/profiles/76561198050776206,0
,Posted June 29.,Last edited June 29.,310380,0 of 4 people (0%) found this review helpful,False,"ESPAÑOLFuera de la lentitud y etc que me causa la internet, tiene mecanicas que si bien son realistas no te ayudan en nada ponerlas en un juego asi.la fuerza que se genera al moverte no es igualitaria a la velocidad a la que uno va, la camara es un default horrible que no se gasta siquiera en seguirte la mira, el juego (para mi) es muy lento en cuanto ataque y conquista (y si bien esta leveleado) la minima diferencia entre mejoras de naves y etc no te deja tener ni igualdad ni ventaja dentro de una partida. el juego esta pesimamente llevado a cabo.  Se nota que es una muy buena idea pero le metieron mil cosas que no lo ayudan en nada, esta mal hecho el Sistema de pre carga y para colmo los precios son excesivos en cuanto a las recompensas que el juego ofrece por mision/ logro.iIgualmente es mi opinion.Repito hoy me funcionó mal y cuando ME FUNCIONÓ se me hizo imposible ignorar todo esto que dije. Entre ayer y hoy juge minimo 4 partidas (completas como incompletas) y me fue suficiente como para saber que este juego no es para mi",WEREMEMBERTHEFREEMAN,http://steamcommunity.com/id/WEREMEMBERTHEFREEMAN,0
,"Posted May 13, 2014.",,244850,0 of 1 people (0%) found this review helpful,True,THIS GAME IS BADASS!!!! BUY IT!!!,jgjgjgjgjgjgjgjgjgjg,http://steamcommunity.com/id/jgjgjgjgjgjgjgjgjgjg,0
,"Posted February 16, 2014.",,220050,10 of 10 people (100%) found this review helpful,False,Worst game iv ever played. seriously horrible boring gameplay id rather ♥♥♥♥ a dog,reilly2134,http://steamcommunity.com/id/reilly2134,0
,"Posted June 30, 2014.",,218620,No ratings yet,True,♥♥♥♥ING SICK AS!!!!!!!!!!!!!!!,76561198059251568,http://steamcommunity.com/profiles/76561198059251568,0
,"Posted April 29, 2013.",,220,No ratings yet,True,Buy this game!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,76561198059918386,http://steamcommunity.com/profiles/76561198059918386,0
,"Posted September 24, 2015.",,730,No ratings yet,True,Never Gets Boring 10/10,76561198061318542,http://steamcommunity.com/profiles/76561198061318542,0
,"Posted December 13, 2014.",,34870,1 of 3 people (33%) found this review helpful,False,terrible,76561198062147736,http://steamcommunity.com/profiles/76561198062147736,0
,"Posted November 5, 2014.",,13640,0 of 6 people (0%) found this review helpful,False,Boring...,jn0286,http://steamcommunity.com/id/jn0286,0
,"Posted June 21, 2014.",,570,No ratings yet,False,Boring...,76561198064542039,http://steamcommunity.com/profiles/76561198064542039,0
,"Posted May 8, 2015.",,730,2 of 2 people (100%) found this review helpful,False,gg csgo i was playing match making and i won and i get colddown wtf CSGO FIX THIS ♥♥♥♥!!!!!,Gaming_lover,http://steamcommunity.com/id/Gaming_lover,0
,"Posted October 17, 2015.",,113400,0 of 1 people (0%) found this review helpful,False,THE GAME CONTROLS LIKE ♥♥♥♥!!!!,76561198066969270,http://steamcommunity.com/profiles/76561198066969270,0
,"Posted December 31, 2015.",,266010,No ratings yet,True,it so hard!!!!!,76561198068855801,http://steamcommunity.com/profiles/76561198068855801,0
1 person found this review funny,"Posted October 9, 2015.",,107410,No ratings yet,True,15 kbs / 28034 kbsit took me a ♥♥♥♥ing week to ♥♥♥♥ing install / download the ♥♥♥♥ing game and when i wanna join a svrit takes 10 years to ♥♥♥♥ing finish♥♥♥♥ing hell and the exile modtakes 99999999999 YEARS TO ♥♥♥♥ING DOWNLLOAD!!!!!!!,tafara12,http://steamcommunity.com/id/tafara12,0
,"Posted January 30, 2015.",,730,1 of 1 people (100%) found this review helpful,False,I GOT A 7 DAY BAN FOR GETTING KICKED ♥♥♥♥ EVERYTHING :'(,76561198070612900,http://steamcommunity.com/profiles/76561198070612900,0
,"Posted November 25, 2012.",,17080,No ratings yet,True,THIS IS THE HERDEST GAME TO GET KILLS WITH FOR ME!!!!!!!!!!!!,76561198071859251,http://steamcommunity.com/profiles/76561198071859251,0
,"Posted August 1, 2014.",,440,No ratings yet,True,sick ♥♥♥♥!,Apex_Plays,http://steamcommunity.com/id/Apex_Plays,0
,"Posted January 23, 2014.",,440,1 of 2 people (50%) found this review helpful,True,Get this game..... Have lots of HATSSS!!!!,juan1035,http://steamcommunity.com/id/juan1035,0
,"Posted August 9, 2014.",,262410,1 of 4 people (25%) found this review helpful,False,its dum and boring,76561198073413380,http://steamcommunity.com/profiles/76561198073413380,0
,"Posted June 16, 2015.",,105600,1 of 1 people (100%) found this review helpful,True,Try and build something like the prosFail miserably,76561198074447562,http://steamcommunity.com/profiles/76561198074447562,0
,Posted January 15.,,319630,0 of 1 people (0%) found this review helpful,True,:'(,katerpillar1,http://steamcommunity.com/id/katerpillar1,0
,"Posted July 4, 2014.",,570,No ratings yet,False,"wasd isnt working, worst fps",76561198077722774,http://steamcommunity.com/profiles/76561198077722774,0
,"Posted May 28, 2014.",,221100,2 of 3 people (67%) found this review helpful,False,♥♥♥♥in terrible cant even join!,OfficialAlang,http://steamcommunity.com/id/OfficialAlang,0
,"Posted December 16, 2014.",,570,1 of 1 people (100%) found this review helpful,True,"Juegaso que mas puedo decir : ""El mejor de su clase"", una ves que le tomas el truco es un verdadero vicio, no hay muchas contras, es muy completo en muchos sentidos es fiel a su antecesor... solo hay uan cosa que odio! y es la comunidad si la resumes en una palabra es una verdadera ♥♥♥♥♥♥, totalmente toxica cruel, pero eso lo ignoras y ya pero hay algo que no se puede ignorar y son los Peruanos hay muchas cosas de decir de ellos... son molestos insultan a cada rato escriben y halban mal, pero lo peor es que juegan horrible y se la dan de buenos son muy tercos no les gusta recibir consejos, y mucho menos insultos hai ya estas jodido, porque se ponen locas y hacen todo tipos de cosas para arruinar la partida para que no disfrutes de este gran juego. Pero solo es eso, Personalmente este juego es lo mejor!! LO RECOMIENDO!! 10/10. Cuidado solo para nervios de acero!!! y al principio pude ser muy complicado pero con el tiempo se vuelve una verdadera pasada!! como ya dije RECOMENDADO!!!!.",mattcolt,http://steamcommunity.com/id/mattcolt,0
,"Posted November 30, 2014.",,21000,No ratings yet,False,It doesn't work.Might be my video card or something but it just doesn't work.the worst part is there is no fixes online. ive checked but nothing.0/10.,Satan-666,http://steamcommunity.com/id/Satan-666,0
,"Posted July 7, 2015.",,224540,1 of 2 people (50%) found this review helpful,False,Simply terrible....,76561198081155725,http://steamcommunity.com/profiles/76561198081155725,0
,"Posted January 12, 2014.",,440,0 of 1 people (0%) found this review helpful,True,a bit boring,76561198081493836,http://steamcommunity.com/profiles/76561198081493836,0
,"Posted August 13, 2015.",,218620,No ratings yet,True,i like this game a lot but now it whont let me play because the engine stop working!!!!,76561198082834742,http://steamcommunity.com/profiles/76561198082834742,0
2 people found this review funny,"Posted March 17, 2014.","Last edited March 18, 2014.",24960,2 of 23 people (9%) found this review helpful,False,"Simplesmente um jogo desgraçado, a jogabilidade dessa ♥♥♥♥♥ é horrível, a sniper .50 ñ mata com um tiro mesmo no modo HC (hard core), esses filhos da ♥♥♥♥ ñ souberam fazem um jogo q presta, esses bandos d arrombados, eu quero q eles vão para inferno esses bando de cuzões!!!!!!!!!     Mas mesmo assim eu ñ sei como eu ainda jogo essa ♥♥♥♥♥!!!",76561198083368303,http://steamcommunity.com/profiles/76561198083368303,0
,"Posted January 25, 2014.",,219640,0 of 1 people (0%) found this review helpful,True,This is a mother♥♥♥♥ing awsome game you guys should buy it!!!!!!!!,76561198086388371,http://steamcommunity.com/profiles/76561198086388371,0
,"Posted February 13, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,terrible de weno,76561198087574887,http://steamcommunity.com/profiles/76561198087574887,0
1 person found this review funny,"Posted February 21, 2015.",,227940,2 of 5 people (40%) found this review helpful,True,its so terrible i dide,76561198088716282,http://steamcommunity.com/profiles/76561198088716282,0
,"Posted December 28, 2013.",,1250,No ratings yet,True,Filthy zombies!,76561198091995282,http://steamcommunity.com/profiles/76561198091995282,0
,"Posted February 28, 2015.",,307290,No ratings yet,False,Email confirmation is horrible. Havent played yet!10/10 GAmespot Would email again but stuck in dimension of ingmar and tasers.,radcool3,http://steamcommunity.com/id/radcool3,0
,"Posted January 13, 2015.",,94400,No ratings yet,False,WORST GAM3,fuckingcocksuka,http://steamcommunity.com/id/fuckingcocksuka,0
,"Posted July 31, 2015.",,271290,No ratings yet,True,THIS GAME RULES!!!!!,DiamondAthority,http://steamcommunity.com/id/DiamondAthority,0
,"Posted August 13, 2014.",,248570,1 of 18 people (6%) found this review helpful,False,"These controls are horrible, i stopped playing after 15 minutes, couldn't handle it.",76561198098840056,http://steamcommunity.com/profiles/76561198098840056,0
,"Posted November 1, 2014.",,319510,2 of 3 people (67%) found this review helpful,True,The Scariest game of the YEAR!!!!,76561198099905142,http://steamcommunity.com/profiles/76561198099905142,0
,"Posted January 17, 2014.",,4000,No ratings yet,True,BUY THE GAME HE HEAV EVERITHING YOU WHANT !!!!!!!!!!!,76561198100173979,http://steamcommunity.com/profiles/76561198100173979,0
,"Posted February 1, 2015.",,34900,No ratings yet,True,10/10 would profit againEncerio solo sirve para ganar dinero con las cartas de resto es horrible se crashea cuando te vas a salir del juego....,2092000666,http://steamcommunity.com/id/2092000666,0
,"Posted December 13, 2013.","Last edited July 24, 2015.",4920,0 of 1 people (0%) found this review helpful,True,if your buttcheeks are still sore from gearbox given you five across the ♥♥♥ for being an aliens fan. GET THIS GAME!!!!!!,76561198106568060,http://steamcommunity.com/profiles/76561198106568060,0
,"Posted September 13, 2014.","Last edited September 13, 2014.",221100,1 of 5 people (20%) found this review helpful,False,"SHOCKING, WOULD NOT BUY",TheWatchcat,http://steamcommunity.com/id/TheWatchcat,0
,"Posted October 29, 2014.",,307290,No ratings yet,False,THIS GAME IS SO ♥♥♥♥!!!!!!!,76561198140607750,http://steamcommunity.com/profiles/76561198140607750,0
,"Posted October 17, 2014.",,208090,1 of 5 people (20%) found this review helpful,False,Its horrible for an MMO no one plays it it took me 3 hours to find a server people were playing on,SKELETRONPRIMEISOP,http://steamcommunity.com/id/SKELETRONPRIMEISOP,0
,"Posted December 4, 2014.",,268050,10 of 21 people (48%) found this review helpful,True,ทำได้ดีสำหรับผุ้ให้กำเนิด Resident Evil สนุกมากแต่เล่นแล้วแลค สยองดีลองเล่นูนะครับ,76561198142606609,http://steamcommunity.com/profiles/76561198142606609,0
1 person found this review funny,Posted August 13.,Last edited August 13.,220090,3 of 6 people (50%) found this review helpful,True,GET THIS GAME AND CHAPTER TWO!!!!!!!!!!!!!!!!!!!! DAAAAAAAAAAAAAAAAAAMNNNNNNNNNNNN!!!!!!!!!!!!!! This Story! WOOOOOOOOOOW,MeloncraftLP,http://steamcommunity.com/id/MeloncraftLP,0
,Posted August 13.,,262850,0 of 1 people (0%) found this review helpful,True,THIS GAME!!!!!!!!!!!!!!!!!! WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOW!!!!!!!!!!! THAT STORY,MeloncraftLP,http://steamcommunity.com/id/MeloncraftLP,0
